Category,Multifamily Display Name,Address,City,State,Zip Code,Retail Description,Multifamily Description,Availability,Available Retail Space,Area Retail Tenants,Retail Contacts,Brochure,Neighborhood,Investment Page Website Links
Retail,,1500 N. Halsted Street,Chicago,IL,60642,"Four-story, highly visible flagship retail property with 15 on-site parking spaces in Lincoln Park. 2 blocks from the North/Clybourn CTA station.",,No,Fully leased,"Anthropologie, Crate & Barrel, Express, J. Crew, Patagonia, Pottery Barn, Williams Sonoma, Whole Foods, New City","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",No,Lincoln Park,
Retail,,2368 N. Clark Street,Chicago,IL,60614,"High-visibility Lincoln Park retail space on Fullerton Parkway and Clark Street Located near the Lakefront Trail, Lincoln Park Zoo, and Diversey Harbor.",,Yes,"1,300 SF on the second floor","Urban Outfitters, New Balance, Akira, Banana Republic Factory, Target, McDonald's 
  Trader Joe's","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",No,Lincoln Park,
Retail,,2730 N. Halsted,Chicago,IL,60614,High-visibility retail center with high ceilings and surface parking at prominent Diversey Parkway and Halsted Street intersection in Lincoln Park.,,No,Fully leased,"Trader Joe's, Lincoln Park Athletic Club, Home Depot, Banana Republic Factory, Urban Outfitters, Express, Massage Envy","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",yes,Lincoln Park,
Retail,,1160 S. Michigan Avenue,Chicago,IL,60605,Highly visible corner retail condo located at the intersection of Michigan Avenue and Roosevelt Road at the base of a 220-unit condo building.,,No,Fully leased,"Trader Joe's, XSport Fitness, Target, H&M, Stan's Donuts, Starbucks, Ulta, Jewel Osco","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",No,Loop,
Retail,,33 S. Wabash Avenue,Chicago,IL,60603,"Second-generation restaurant space in high-density Chicago Loop, one block west of Millennium Park and Maggie Daley Park. One block south of the CTA superstation at Wabash Avenue and Washington Street.",,Yes,"2,190 - 5,440 SF","Target, Macy's, Sak's Off 5th, Nordstrom Rack, Urban Outfitters, TJ Maxx, DWS","John Vance, Stone Real Estate, (312) 782-1373, jvance@stonerealestate.com|
Will Winter, Stone Real Estate, (312) 878-9445, wwinter@stonerealestate.com|
Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",yes,Loop,
Retail,,Michigan & Madison,Chicago,IL,60602,One of the most prominent retail corners in the high-density Chicago Loop. Located at the intersection of Michigan and Madison Avenues. Across from Millennium Park and visible from Maggie Daley Park.,,Yes,"5,076 SF","Chicago Athletic Association, Shake Shack, Cindy's Rooftop, Remington's, The Gage, Maggie Daly Park, Millenium Park,","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",no,Loop,
Retail,,400 N. LaSalle Street,Chicago,IL,60654,"Highly visible 2,950 SF retail condo located 300 feet from 4M SF of showroom and office space in the Merchandise Mart. Features ample frontage, high ceilings, and outdoor patio.",,No,Fully leased,"Chicago Cut, RPM Steak, Gilt Bar, Moe's Cantina, LYFE Kitchen, Sunda","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",No,River North,
Retail,,615 N. Wabash Avenue,Chicago,IL,60611,Modern flagship restaurant space in high-density River North location. Close to fine dining and high-profile retailers and brands. Features two stories and outdoor dining.,,No,Fully leased,"Bloomingdales, Eataly, Room & Board, Nordstromâ€™s, Trader Joeâ€™s, The Shops at Northbridge, Shake Shack","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",No,River North,
Retail,,500 - 504 N. Milwaukee Ave,Chicago,IL,60642,"Highly-visible River West retail at six-way intersection. Ideal space for convenience or service retail, located at street level of a new apartment building. Outdoor seating available. Steps from the Grand CTA Blue Line station, adjacent to I-90/94.",,Yes,"1,056 - 3,190 SF","Stax, Carnivale, Piccolo Sogno, The Dawson, La Scarola, Starbucks","Nicole Cardot, Baum Realty Group, (312) 275-0371, nicole@baumrealty.com|
Doug Renner, Baum Realty Group, (312) 275-3137, doug.renner@baumrealty.com|
Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",Yes,River West,
Retail,,4066 N. Milwaukee Avenue,Chicago,IL,60641,Recently redeveloped retail center along Milwaukee Avenue corridor in Six Corners neighborhood. Prominent signage and 42 surface parking spaces.,,No,Fully leased,"Marshalls, Famous Footwear, Aldi, Ross Dress for Less, Binny's Deverage Depot, Culver's, Chipotle","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",no,Six Corners,
Retail,,227 E. Ontario Avenue,Chicago,IL,60611,"Second-generation restaurant space with parking in busy Streeterville neighborhood, one block east of Michigan Avenue and two blocks south of Northwestern Memorial Hospital.",,Yes,Call for details,"The Capital Grille, Chipotle, LYFE Kitchen, Orvis, Panera Bread, Potbelly, Starbucks.","Anthony Campagni, ARC Realty Group, â€­(630) 908-5695â€¬, ac@arcregrp.com|
Elan Rasansky, ARC Realty Group, â€­â€­(630) 908-5696â€¬â€¬, elan@arcregrp.com",no,Streeterville,
Retail,,2500 W. North Avenue,Chicago,IL,60647,High-visibility endcap retail center with surface parking along North Avenue in West Town. Large pylon and ample façade signage available.,,Yes,"7,800 SF, divisible","Walgreens, AutoZone, Pizza Hut, CVS, 7-Eleven, Burger King","Mark Fredricks, Baum Realty Group, (312) 275-3137, mark@baumrealty.com|
Trevor Jack, Baum Realty Group, (312) 275-3128, trevor@baumrealty.com|
Doug Renner, Baum Realty Group, (312) 275-3137, doug.renner@baumrealty.com|
Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",yes,West Town,
Retail,,1735 N. Damen Avenue,Chicago,IL,60647,Move-in ready boutique retail space with parking in Bucktown. Surrounded by high-end boutiques and dining. Steps from the 606 Trail.,,Yes,"1,947 SF, available February 2021","lululemon, Club Monaco, Tom's Shoes, Blue Mercury, Credo, Lush, Shinola, Scotch & Soda","Nicole Cardot, Baum Realty Group, (312) 275-0371, nicole@baumrealty.com|
Doug Renner, Baum Realty Group, (312) 275-3137, doug.renner@baumrealty.com",Yes,Wicker Park,
Retail,,1455 N. Milwaukee Avenue,Chicago,IL,60622,"High-visibility retail property located in the heart of Wicker Park, with 23 surface parking spaces.",,No,Fully leased,"Robey Hotel, Adidas, St. Alfred, Burton Snowboards, Champion,
  Urban Outfitters, Rapha Racing, Big Star","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",No,Wicker Park,
Retail,,1514 N. Milwaukee Avenue,Chicago,IL,60622,High-visibility corner retail space with full lower level in the heart of Wicker Park. Surrounded by a mix of well-known and local retailers.,,No,Fully leased,"Robey Hotel, Adidas, St. Alfred, Burton Snowboards, Champion
  Urban Outfitters, Rapha Racing, Big Star","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",Yes,Wicker Park,
Retail,,1519 N. Milwaukee Avenue,Chicago,IL,60622,High-visibility retail space located in the heart of Wicker Park. Surrounded by a mix of well-known and local retailers.,,No,Fully leased,"Robey Hotel, Adidas, St. Alfred, Burton Snowboards, Champion
  Urban Outfitters, Rapha Racing, Big Star","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",Yes,Wicker Park,
Retail,,1521 N. Milwaukee Avenue,Chicago,IL,60622,"Bi-level, move-in ready, high-visibility retail space located in the heart of Wicker Park. Surrounded by a mix of well-known and local retailers. Steps from the Damen CTA station.",,Yes,Call for details,"Robey Hotel, Adidas, St. Alfred, Burton Snowboards, Champion
  Urban Outfitters, Rapha Racing, Big Star","Lara Keene, Mid America, (630) 481-4038, LKeene@MidAmericaGrp.com",Yes,Wicker Park,
Retail,,1525 N. Milwaukee Avenue,Chicago,IL,60622,"Move-in ready, high-visibility retail space located in the heart of Wicker Park. Space includes a full lower level. Surrounded by a mix of well-known and local retailers. Short-term and pop-ups encouraged.",,Yes,"2,346 SF available plus lower level","Robey Hotel, Adidas, St. Alfred, Burton Snowboards, Champion
  Urban Outfitters, Rapha Racing, Big Star","Lara Keene, Mid America, (630) 481-4038, LKeene@MidAmericaGrp.com",Yes,Wicker Park,
Retail,,1529 N. Milwaukee Avenue,Chicago,IL,60622,"Move-in ready, high-visibility retail space located in the heart of Wicker Park. Space includes a full lower level. Surrounded by a mix of well-known and local retailers. Short-term and pop-ups encouraged.",,Yes,"2,115 SF available plus lower level","Robey Hotel, Adidas, St. Alfred, Burton Snowboards, Champion
  Urban Outfitters, Rapha Racing, Big Star","Lara Keene, Mid America, (630) 481-4038, LKeene@MidAmericaGrp.com",Yes,Wicker Park,
Retail,,1542 N. Damen Avenue,Chicago,IL,60622,"Wicker Park corner location steps from the six-way intersection of Damen, Milwaukee, and North Avenues. Adjacent to the Damen Blue Line CTA station.",,Yes,"Approximately 1,200 SF available","Urban Belly, La Colombe, Blue Line Diner, Big Star, Stan's Donuts, Lou Malnati's, Dove's Luncheonette, Walgreens","Kristen Martin, Newcastle Limited, (312) 252-1418, kmartin@newcastlelimited.com",yes,Wicker Park,
